2015/06/05	代码	名称	最新	市盈率	涨幅	总额	换手率	销售毛利率	每股净资产	净利润同比	主营收入同比	连涨日子	连涨涨幅	连涨上市	涨停降幅	涨停位置	小幅个数	备忘	报告期	主营收入同比	A股	行业	市盈率	净利润同比	主营收入同比	400组振幅	外盘	30组涨幅	30日子	量比	均价	委比	委差	成交笔数	成交方向	总市值	流通市值
1434	'000931'	中 关 村		-147.29①				53.094	0.911	24.690	-76.280	976.000							20150331一季报	-76.280	50651	房地产	-147.29①	24.690	-76.280						16.85					1137117	853476
1435	'000932'	华菱钢铁		-20.88①				8.368	3.334	-31.420	-24.030								20150331一季报	-24.030	301504	金属材料	-20.88①	-31.420	-24.030						4.71					1420371	1420084
1436	'000933'	神火股份		-44.53				15.909	3.612	-485.100	-6.700	2245.000							20141231年报	-6.700	190042	金属材料	-44.53	-485.100	-6.700						8.59					1632530	1632459
1437	'000935'	四川双马		-108.00①				8.388	3.606	-1198.660	-21.680	1853.000							20150331一季报	-21.680	31941	金属材料	-108.00①	-1198.660	-21.680						8.64					659612	275970
1438	'000936'	华西股份		276.59①				6.708	3.131	380.520	36.280								20150331一季报	36.280	74769	石油化工	276.59①	380.520	36.280						12.17					910332	909934
1439	'000937'	冀中能源		1525.00①				19.780	6.808	-93.210	-35.070	1549.000							20150331一季报	-35.070	220707	采掘业	1525.00①	-93.210	-35.070						10.98					2984488	2423358
1440	'000938'	紫光股份		52.70①				4.654	12.006	77.120	30.450	0.000							20150331一季报	30.450	20607	信息技术	52.70①	77.120	30.450						32.04					660280	660263
1441	'000939'	凯迪电力		81.05①				21.817	2.995	74.200	8.360	118.000							20150331一季报	8.360	94117	采掘业	81.05①	74.200	8.360						16.21					1529104	1525643
1442	'000948'	南天信息		-45.17①				14.072	5.490	-8.600	25.150	17.000							20150331一季报	25.150	23117	信息技术	-45.17①	-8.600	25.150						46.98					1158555	1086029
1443	'000949'	新乡化纤		81.38①				16.066	2.329	19.430	-20.750								20150331一季报	-20.750	82852	石油化工	81.38①	19.430	-20.750						6.38					655380	528596
1444	'000950'	建峰化工		-21.05①				2.105	3.309	-13.740	-11.300	2336.000							20150331一季报	-11.300	59880	石油化工	-21.05①	-13.740	-11.300						12.63					756283	756283
1445	'000951'	中国重汽		33.36①				9.682	10.659	-29.350	-12.960	3339.000							20150331一季报	-12.960	41943	机械仪表	33.36①	-29.350	-12.960						21.35					895473	895473
1446	'000952'	广济药业		-160.58①				16.863	1.953	-4.680	10.030	1849.000							20150331一季报	10.030	25168	生物医药	-160.58①	-4.680	10.030						16.70					420348	420305
1447	'000953'	河池化工		-56.40①				-2.372	0.777	52.680	8.260	1925.000							20150331一季报	8.260	29404	石油化工	-56.40①	52.680	8.260						13.22					388747	388723
1448	'000955'	欣龙控股	14.35	-179.38①	6.30%	58061	7.45%	14.775	1.240	-86.690	-7.450	1687.000							20150331一季报	-7.450	53840	纺织服装	-179.38①	-86.690	-7.450		214679			1.04	14.48	-16.36%	-162	20781	-	772597	772597
1449	'000957'	中通客车		119.94①				13.940	4.505	-95.340	23.850	3592.000							20150331一季报	23.850	23849	机械仪表	119.94①	-95.340	23.850						19.19					457691	457657
1450	'000958'	东方能源	38.65	35.79①	1.44%	35071	3.59%	32.883	2.034	21.990	1.400	192.000							20150331一季报	1.400	25048	供水供电	35.79①	21.990	1.400		46951			0.76	38.98	29.83%	301	11533	-	1868314	968104
1451	'000959'	首钢股份		-25.67①				2.420	4.419	-6697.460	-21.700	856.000							20150331一季报	-21.700	120615	金属材料	-25.67①	-6697.460	-21.700						6.15					3252975	741782
1452	'000960'	锡业股份		-20.32①				3.009	5.874	-461.510	-5.120	199.000							20150331一季报	-5.120	115122	金属材料	-20.32①	-461.510	-5.120						21.69					2496997	2496992
1453	'000961'	中南建设		48.36①				24.906	7.668	-26.120	-27.080	321.000							20150331一季报	-27.080	112710	建筑业	48.36①	-26.120	-27.080						23.02					2688366	2594573
1454	'000962'	东方钽业		-26.88①				-6.013	4.592	-137.470	-58.050								20150331一季报	-58.050	44083	金属材料	-26.88①	-137.470	-58.050						15.01					661690	661687
1455	'000963'	华东医药		21.46①				21.980	5.102	70.510	15.730	2084.000							20150331一季报	15.730	43406	商业贸易	21.46①	70.510	15.730						68.02					2952476	2952469
1456	'000965'	天保基建		91.92①				38.227	4.244	29.750	36.880								20150331一季报	36.880	100894	房地产	91.92①	29.750	36.880						11.03					1112858	1112858
1457	'000966'	长源电力		7.69①				34.471	4.599	56.820	-2.630								20150331一季报	-2.630	55414	供水供电	7.69①	56.820	-2.630						14.86					823455	823455
1458	'000967'	上风高科		235.67①				9.106	4.813	26.600	-9.770	40.000							20150331一季报	-9.770	24576	机械仪表	235.67①	26.600	-9.770						28.28					867253	695023
1459	'000968'	煤 气 化		-7.74①				-7.773	3.183	-223.430	2.910	33.000							20150331一季报	2.910	51375	采掘业	-7.74①	-223.430	2.910						13.16					676091	676091
1460	'000969'	安泰科技		863.18①				12.889	3.615	-27.890	-7.700	28.000							20150331一季报	-7.700	86126	金属材料	863.18①	-27.890	-7.700						18.99					1638450	1635525
1461	'000970'	中科三环		100.43①				21.793	3.541	-9.970	-11.500	1107.000							20150331一季报	-11.500	106520	电子	100.43①	-9.970	-11.500						23.30					2481916	2481916
1462	'000971'	蓝鼎控股	38.12	-297.81①	-1.68%	32967	3.51%	-0.879	0.134	-56.360	-42.730	17.000							20150331一季报	-42.730	24278	纺织服装	-297.81①	-56.360	-42.730		37840			0.70	38.69	82.35%	1362	11124	-	926697	925459
1463	'000972'	新中基  		-185.53①				12.717	1.481	-32.150	12.390								20150331一季报	12.390	77128	食品饮料	-185.53①	-32.150	12.390						8.46					652506	652506
1464	'000973'	佛塑科技		372.50①				17.239	2.064	6.850	-2.550	1269.000							20150331一季报	-2.550	77237	石油化工	372.50①	6.850	-2.550						11.92					1153169	920666
1465	'000975'	银泰资源		218.95①				59.693	3.298	-42.250	10.230	737.000							20150331一季报	10.230	57614	社会服务	218.95①	-42.250	10.230						21.37					2319863	1231210
1466	'000976'	*ST春晖 		-115.02①				1.485	0.355	2.160	-17.650	62.000							20150331一季报	-17.650	58656	石油化工	-115.02①	2.160	-17.650						11.41					669359	669264
1467	'000977'	浪潮信息		154.31①				16.107	2.461	30.200	70.790	1059.000							20150331一季报	70.790	95973	信息技术	154.31①	30.200	70.790						44.38					4259263	4259263
1468	'000978'	桂林旅游		-111.84①				39.909	4.031	49.790	18.570	2641.000							20150331一季报	18.570	36010	社会服务	-111.84①	49.790	18.570						17.00					612170	612170
1469	'000979'	中弘股份		927.27①				-5.904	1.213	-31.770	-73.680	1058.000							20150331一季报	-73.680	307317	房地产	927.27①	-31.770	-73.680						8.16					3762011	2507709
1470	'000980'	金马股份		64.25①				17.410	3.861	-35.050	36.950	1.000							20150331一季报	36.950	52814	机械仪表	64.25①	-35.050	36.950						10.28					542928	542928
1471	'000981'	银亿股份		50.12①				28.872	5.613	-13.570	-35.610	884.000							20150331一季报	-35.610	85811	房地产	50.12①	-13.570	-35.610						20.05					1722305	1720501
1472	'000982'	中银绒业		580.00①				19.614	2.332	-90.240	-9.470								20150331一季报	-9.470	129393	纺织服装	580.00①	-90.240	-9.470						4.64					837540	600385
1473	'000983'	西山煤电	11.05	102.70①	2.41%	288099	8.13%	30.023	5.114	-64.170	-29.020	1580.000							20150331一季报	-29.020	315117	采掘业	102.70①	-64.170	-29.020		1234413			1.66	11.24	41.49%	18461	119738	-	3482076	3482046
1474	'000985'	大庆华科	28.99	2415.83①	1.97%	14609	3.86%	11.668	3.884	-96.420	-27.420								20150331一季报	-27.420	12964	石油化工	2415.83①	-96.420	-27.420		28411			1.18	29.20	34.14%	253	4534	-	375825	375825
1475	'000987'	广州友谊	43.41	60.29①	-0.05%	67799	4.33%	24.790	5.735	-14.710	-17.650	111.000							20150331一季报	-17.650	35867	商业贸易	60.29①	-14.710	-17.650		78912			0.88	43.61	62.66%	1054	15442	-	1558237	1556975
1476	'000988'	华工科技	26.03	216.92①	-0.08%	156321	6.66%	21.981	3.198	45.360	12.970								20150331一季报	12.970	89112	机械仪表	216.92①	45.360	12.970		286325			0.83	26.32	17.45%	1592	49618	-	2319577	2319577
1477	'000989'	九 芝 堂	43.45	78.71①	-8.78%	212242	15.73%	51.661	5.541	-2.380	15.850	1.000							20150331一季报	15.850	29761	生物医药	78.71①	-2.380	15.850		242462			45.54	45.35	-34.62%	-1487	43337	-	1293095	1293095
1478	'000990'	诚志股份		669.29①				9.975	5.958	-26.130	-22.360	1782.000							20150331一季报	-22.360	29703	生物医药	669.29①	-26.130	-22.360						18.74					726519	556631
1479	'000993'	闽东电力		-72.26①				31.435	3.927	-586.270	87.620								20150331一季报	87.620	37300	供水供电	-72.26①	-586.270	87.620						11.07					412911	412911
1480	'000995'	*ST皇台 		-154.88①				55.409	0.647	12.940	2.990	1686.000							20150331一季报	2.990	17740	食品饮料	-154.88①	12.940	2.990						12.39					219809	219805
1481	'000996'	中国中期		326.48①				6.818	2.533	139.720	16.460	575.000							20150331一季报	16.460	23000	交通仓储	326.48①	139.720	16.460						28.60					657800	657800
1482	'000997'	新 大 陆		228.53①				39.377	3.676	-22.180	12.240	10.000							20150331一季报	12.240	50814	信息技术	228.53①	-22.180	12.240						73.13					3805222	3716024
1483	'000998'	隆平高科		48.95①				37.123	2.069	6.280	9.780	161.000							20150331一季报	9.780	83124	农牧业	48.95①	6.280	9.780						28.94					2882714	2405597
1484	'000999'	华润三九		22.36①				62.396	7.252	17.240	7.780	1491.000							20150331一季报	7.780	97774	生物医药	22.36①	17.240	7.780						31.30					3063957	3060334
1485	'001696'	宗申动力		85.57①				18.795	2.929	4.870	-2.200	179.000							20150331一季报	-2.200	88823	机械仪表	85.57①	4.870	-2.200						27.45					3143099	2438201
1486	'001896'	豫能控股		35.34①				31.433	3.996	8.490	-13.840	975.000							20150331一季报	-13.840	42999	供水供电	35.34①	8.490	-13.840						15.69					1341928	674658
1487	'002001'	新 和 成		71.68①				27.793	6.517	-60.480	-0.670	1735.000							20150331一季报	-0.670	107303	生物医药	71.68①	-60.480	-0.670						20.07					2185460	2153571
1488	'002002'	鸿达兴业		75.05①				25.084	3.376	30.750	27.440	1572.000							20150331一季报	27.440	38745	石油化工	75.05①	30.750	27.440						28.07					2420375	1087570
1489	'002003'	伟星股份		257.48①				34.639	3.900	-28.620	-10.060	1499.000							20150331一季报	-10.060	35194	纺织服装	257.48①	-28.620	-10.060						16.17					659356	569084
1490	'002004'	华邦颖泰		121.36①				30.204	3.706	156.250	37.330	1270.000							20150331一季报	37.330	125538	生物医药	121.36①	156.250	37.330						48.74					9180096	6118745
1491	'002005'	德豪润达		-62.43①				12.468	3.911	-161.610	6.350								20150331一季报	6.350	116555	机械仪表	-62.43①	-161.610	6.350						16.68					2329195	1944143
1492	'002006'	精功科技		709.00①				17.726	1.871	-69.470	-67.060	42.000							20150331一季报	-67.060	43678	机械仪表	709.00①	-69.470	-67.060						14.18					645417	619352
1493	'002007'	华兰生物		62.26①				64.277	5.517	-14.230	7.050	2285.000							20150331一季报	7.050	57736	生物医药	62.26①	-14.230	7.050						64.08					3725001	3699724
1494	'002008'	大族激光		106.89①				35.902	3.808	148.390	25.410	1566.000							20150331一季报	25.410	95660	机械仪表	106.89①	148.390	25.410						29.93					3160533	2863111
1495	'002009'	天奇股份		184.70①				20.010	4.492	8.060	6.900	2011.000							20150331一季报	6.900	25991	机械仪表	184.70①	8.060	6.900						36.94					1185814	960116
1496	'002010'	传化股份		32.39①				27.765	3.849	12.830	-16.290	1561.000							20150331一季报	-16.290	41283	石油化工	32.39①	12.830	-16.290						9.07					442598	374440
1497	'002011'	盾安环境		95.00①				17.952	4.232	-17.920	-12.910	1747.000							20150331一季报	-12.910	83980	机械仪表	95.00①	-17.920	-12.910						19.00					1602512	1595623
1498	'002012'	凯恩股份		149.88①				27.426	2.501	-19.190	-0.450								20150331一季报	-0.450	46763	造纸印刷	149.88①	-19.190	-0.450						11.99					560683	560683
1499	'002013'	中航机电		-117.78①				20.835	6.429	-191.630	-8.860	1053.000							20150331一季报	-8.860	29315	机械仪表	-117.78①	-191.630	-8.860						47.30					3388034	1386613
1500	'002014'	永新股份		56.80①				20.866	4.538	6.500	12.000	7.000							20150331一季报	12.000	32283	石油化工	56.80①	6.500	12.000						24.99					814070	806745
1501	'002015'	*ST霞客 		-35.04①				-13.227	-2.800	82.440	-88.270								20150331一季报	-88.270	22160	纺织服装	-35.04①	82.440	-88.270						8.41					201792	186365
1502	'002016'	世荣兆业		-113.89①				-4.076	1.981	-217.870	-86.010	1501.000							20150331一季报	-86.010	64610	房地产	-113.89①	-217.870	-86.010						16.81					1360090	1086087
1503	'002017'	东信和平		338.00①				23.449	2.181	11.620	5.730	1353.000							20150331一季报	5.730	33981	电子	338.00①	11.620	5.730						36.91					1280005	1254227
1504	'002018'	华信国际		877.25①				4.547	2.249	-42.000	-36.480	613.000							20150331一季报	-36.480	47017	石油化工	877.25①	-42.000	-36.480						35.09					4206788	1649832
1505	'002019'	亿帆鑫富		44.41①				40.941	5.970	101.110	69.960	421.000							20150331一季报	69.960	20527	石油化工	44.41①	101.110	69.960						33.75					1486078	692781
1506	'002020'	京新药业		47.50①				49.645	5.025	66.120	21.400								20150331一季报	21.400	20373	生物医药	47.50①	66.120	21.400						27.21					779433	554362
1507	'002021'	中捷资源		-87.63①				12.006	2.056	-194.790	-30.670								20150331一季报	-30.670	56782	机械仪表	-87.63①	-194.790	-30.670						7.01					482158	398038
1508	'002022'	科华生物		110.12①				37.737	3.152	-26.250	2.520	2172.000							20150331一季报	2.520	38012	生物医药	110.12①	-26.250	2.520						43.43					2226088	1650867
1509	'002023'	海特高新		190.96①				64.799	2.456	-12.120	4.550	1660.000							20150331一季报	4.550	54596	机械仪表	190.96①	-12.120	4.550						28.72					1935644	1567988
1510	'002024'	苏宁云商		-136.94①				16.015	3.940	23.440	28.770	2179.000							20150331一季报	28.770	494071	商业贸易	-136.94①	23.440	28.770						21.91					16176248	10825104
1511	'002025'	航天电器		65.25①				39.936	5.563	12.350	16.940								20150331一季报	16.940	32985	电子	65.25①	12.350	16.940						39.15					1291950	1291344
1512	'002026'	山东威达		119.01①				23.325	4.422	-72.220	-2.440								20150331一季报	-2.440	22815	金属材料	119.01①	-72.220	-2.440						16.28					576531	371428
1513	'002027'	七喜控股		1140.00①				10.661	1.642	149.610	22.620	308.000							20150331一季报	22.620	20483	信息技术	1140.00①	149.610	22.620						13.68					413594	280211
1514	'002028'	思源电气		54.53①				35.819	5.834	512.290	43.020	2301.000							20150331一季报	43.020	47123	机械仪表	54.53①	512.290	43.020						19.63					1220152	925024
1515	'002029'	七 匹 狼	26.80	74.44①	-2.12%	89523	4.34%	41.910	6.463	-39.300	-2.330	2360.000							20150331一季报	-2.330	75539	纺织服装	74.44①	-39.300	-2.330		159697			0.70	27.31	-73.75%	-3854	24351	-	2025196	2024438
1516	'002030'	达安基因		324.00①				40.506	1.597	0.370	30.720	1456.000							20150331一季报	30.720	52604	生物医药	324.00①	0.370	30.720						64.80					3558701	3408736
1517	'002031'	巨轮股份		59.56①				31.045	5.195	19.050	-4.580								20150331一季报	-4.580	43972	机械仪表	59.56①	19.050	-4.580						21.44					1209104	942765
1518	'002032'	苏 泊 尔		19.90①				29.507	5.921	21.710	15.770	2070.000							20150331一季报	15.770	46646	金属材料	19.90①	21.710	15.770						29.00					1835338	1352721
1519	'002033'	丽江旅游		66.32①				74.399	4.516	41.240	-1.830								20150331一季报	-1.830	42269	社会服务	66.32①	41.240	-1.830						26.42					1116734	1116734
1520	'002034'	美 欣 达	54.78	-342.38①	-0.83%	10503	3.13%	12.854	5.095	-42.040	-38.780	44.000							20150331一季报	-38.780	6025	纺织服装	-342.38①	-42.040	-38.780		9877			0.46	55.69	-10.29%	-36	3004	-	466287	330059
1521	'002035'	华帝股份		45.75①				35.791	4.177	-20.710	-18.940	1238.000							20150331一季报	-18.940	29611	机械仪表	45.75①	-20.710	-18.940						18.30					656716	541886
1522	'002036'	汉麻产业						10.836	2.329	-128.790	52.160	0.000							20150331一季报	52.160	25515	纺织服装		-128.790	52.160						10.40					271213	265358
1523	'002037'	久联发展		149.89①				25.814	6.027	6.790	12.290	22.000							20150331一季报	12.290	32737	石油化工	149.89①	6.790	12.290						41.97					1373964	1373964
1524	'002038'	双鹭药业		44.04①				75.113	7.320	6.080	-3.840	1967.000							20150331一季报	-3.840	37825	生物医药	44.04①	6.080	-3.840						68.71					3138948	2598979
